Smed_Code	Gene stable ID	Gene description	Transcript stable ID	Protein stable ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
SmedASXL_019108	ENSG00000110917	malectin [Source:HGNC Symbol;Acc:HGNC:28973]	ENST00000228506	ENSP00000228506	MLEC	MLEC	Q14165
SmedASXL_009845	ENSG00000134697	G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]	ENST00000373062	ENSP00000362153	GNL2	GNL2	Q13823
SmedASXL_018115	ENSG00000144677	CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890]	ENST00000443503	ENSP00000398288	CTDSPL	CTDSPL	O15194
SmedASXL_002055	ENSG00000106571	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]	ENST00000395925	ENSP00000379258	GLI3	GLI3	P10071
SmedASXL_015104	ENSG00000167110	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	ENST00000421699	ENSP00000416097	GOLGA2	GOLGA2	Q08379
SmedASXL_003076	ENSG00000135926	transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410]	ENST00000258412	ENSP00000258412	TMBIM1	TMBIM1	Q969X1
SmedASXL_015572	ENSG00000112902	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]	ENST00000382496	ENSP00000371936	SEMA5A	SEMA5A	Q13591
SmedASXL_006407	ENSG00000166128	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]	ENST00000321437	ENSP00000312734	RAB8B	RAB8B	Q92930
SmedASXL_014080	ENSG00000076984	mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]	ENST00000397981	ENSP00000381068	MAP2K7	MAP2K7	O14733
SmedASXL_003744	ENSG00000184840	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	ENST00000332598	ENSP00000330945	TMED9	TMED9	Q9BVK6
SmedASXL_005891	ENSG00000072506	hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]	ENST00000375304	ENSP00000364453	HSD17B10	HSD17B10	Q99714
SmedASXL_015437	ENSG00000079246	X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]	ENST00000392133	ENSP00000375978	XRCC5	XRCC5	P13010
SmedASXL_002236	ENSG00000099341	proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]	ENST00000215071	ENSP00000215071	PSMD8	PSMD8	P48556
SmedASXL_001019	ENSG00000197858	glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]	ENST00000529503	ENSP00000435024	GPAA1	GPAA1	
SmedASXL_006850	ENSG00000095906	nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8042]	ENST00000262302	ENSP00000262302	NUBP2	NUBP2	Q9Y5Y2
SmedASXL_012653	ENSG00000065057	nth like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:8028]	ENST00000219066	ENSP00000219066	NTHL1	NTHL1	P78549
SmedASXL_019628	ENSG00000140259	microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]	ENST00000267812	ENSP00000267812	MFAP1	MFAP1	P55081
SmedASXL_016504	ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	ENST00000358487	ENSP00000351276	FGFR2	FGFR2	P21802
SmedASXL_016233	ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]	ENST00000358487	ENSP00000351276	FGFR2	FGFR2	P21802
SmedASXL_003480	ENSG00000146938	neuroligin 4, X-linked [Source:HGNC Symbol;Acc:HGNC:14287]	ENST00000381095	ENSP00000370485	NLGN4X	NLGN4X	Q8N0W4
SmedASXL_013947	ENSG00000105443	cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]	ENST00000452733	ENSP00000408236	CYTH2	CYTH2	Q99418
SmedASXL_005803	ENSG00000121068	T-box 2 [Source:HGNC Symbol;Acc:HGNC:11597]	ENST00000240328	ENSP00000240328	TBX2	TBX2	Q13207
SmedASXL_010112	ENSG00000184058	T-box 1 [Source:HGNC Symbol;Acc:HGNC:11592]	ENST00000332710	ENSP00000331791	TBX1	TBX1	O43435
SmedASXL_016659	ENSG00000137821	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	ENST00000544974	ENSP00000439600	LRRC49	LRRC49	Q8IUZ0
SmedASXL_003121	ENSG00000078140	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	ENST00000261427	ENSP00000261427	UBE2K	UBE2K	P61086
SmedASXL_010571	ENSG00000041802	large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]	ENST00000265245	ENSP00000265245	LSG1	LSG1	Q9H089
SmedASXL_014975	ENSG00000131558	exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]	ENST00000393161	ENSP00000376868	EXOC4	EXOC4	Q96A65
SmedASXL_006117	ENSG00000123810	B9 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28636]	ENST00000243578	ENSP00000243578	B9D2	B9D2	Q9BPU9
SmedASXL_017444	ENSG00000143624	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]	ENST00000318967	ENSP00000318641	INTS3	INTS3	Q68E01
SmedASXL_014592	ENSG00000112697	transmembrane protein 30A [Source:HGNC Symbol;Acc:HGNC:16667]	ENST00000230461	ENSP00000230461	TMEM30A	TMEM30A	Q9NV96
SmedASXL_011356	ENSG00000130706	adhesion regulating molecule 1 [Source:HGNC Symbol;Acc:HGNC:15759]	ENST00000491935	ENSP00000478877	ADRM1	ADRM1	Q16186
SmedASXL_018849	ENSG00000111196	mago homolog B, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:25504]	ENST00000320756	ENSP00000319240	MAGOHB	MAGOHB	Q96A72
SmedASXL_016706	ENSG00000147912	F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]	ENST00000432825	ENSP00000403802	FBXO10	FBXO10	Q9UK96
SmedASXL_019024	ENSG00000159210	SNF8, ESCRT-II complex subunit [Source:HGNC Symbol;Acc:HGNC:17028]	ENST00000502492	ENSP00000421380	SNF8	SNF8	Q96H20
SmedASXL_017157	ENSG00000047621	chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]	ENST00000261250	ENSP00000261250	C12orf4	C12orf4	Q9NQ89
SmedASXL_008306	ENSG00000163428	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	ENST00000295628	ENSP00000295628	LRRC58	LRRC58	Q96CX6
SmedASXL_010358	ENSG00000182827	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	ENST00000366812	ENSP00000355777	ACBD3	ACBD3	Q9H3P7
SmedASXL_007033	ENSG00000104805	nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]	ENST00000405315	ENSP00000385923	NUCB1	NUCB1	Q02818
SmedASXL_005866	ENSG00000121578	beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]	ENST00000483209	ENSP00000420161	B4GALT4	B4GALT4	O60513
SmedASXL_011033	ENSG00000108774	RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]	ENST00000346213	ENSP00000345689	RAB5C	RAB5C	P51148
SmedASXL_005557	ENSG00000151239	twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]	ENST00000552521	ENSP00000448750	TWF1	TWF1	Q12792
SmedASXL_013232	ENSG00000156599	zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472]	ENST00000527985	ENSP00000432202	ZDHHC5	ZDHHC5	Q9C0B5
SmedASXL_010218	ENSG00000174417	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	ENST00000518632	ENSP00000430711	TRHR	TRHR	P34981
SmedASXL_010732	ENSG00000174417	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	ENST00000518632	ENSP00000430711	TRHR	TRHR	P34981
SmedASXL_001510	ENSG00000125352	ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]	ENST00000371442	ENSP00000360497	RNF113A	RNF113A	O15541
SmedASXL_016809	ENSG00000198952	SMG5, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]	ENST00000361813	ENSP00000355261	SMG5	SMG5	Q9UPR3
SmedASXL_017958	ENSG00000168060	N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]	ENST00000533753	ENSP00000434225	NAALADL1	NAALADL1	
SmedASXL_012256	ENSG00000089159	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]	ENST00000458477	ENSP00000395536	PXN	PXN	P49023
SmedASXL_018782	ENSG00000171314	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	ENST00000334828	ENSP00000359991	PGAM1	PGAM1	P18669
SmedASXL_013081	ENSG00000106628	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	ENST00000406581	ENSP00000386105	POLD2	POLD2	P49005
SmedASXL_019435	ENSG00000108641	B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]	ENST00000575403	ENSP00000459857	B9D1	B9D1	
SmedASXL_008123	ENSG00000169100	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	ENST00000381401	ENSP00000370808	SLC25A6	SLC25A6	P12236
SmedASXL_015232	ENSG00000119321	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]	ENST00000446284	ENSP00000416158	FKBP15	FKBP15	
SmedASXL_010639	ENSG00000023734	serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]	ENST00000541731	ENSP00000445693	STRAP	STRAP	
SmedASXL_015187	ENSG00000111300	N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:25783]	ENST00000261745	ENSP00000261745	NAA25	NAA25	Q14CX7
SmedASXL_013362	ENSG00000104957	coiled-coil domain containing 130 [Source:HGNC Symbol;Acc:HGNC:28118]	ENST00000586600	ENSP00000465776	CCDC130	CCDC130	P13994
SmedASXL_019624	ENSG00000185681	MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841]	ENST00000373764	ENSP00000362869	MORN5	MORN5	Q5VZ52
SmedASXL_019021	ENSG00000142507	proteasome subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	ENST00000270586	ENSP00000270586	PSMB6	PSMB6	P28072
SmedASXL_019091	ENSG00000087245	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	ENST00000570308	ENSP00000461421	MMP2	MMP2	P08253
SmedASXL_010691	ENSG00000089225	T-box 5 [Source:HGNC Symbol;Acc:HGNC:11604]	ENST00000349716	ENSP00000337723	TBX5	TBX5	Q99593
SmedASXL_018769	ENSG00000006451	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	ENST00000005257	ENSP00000005257	RALA	RALA	P11233
SmedASXL_017236	ENSG00000159086	PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]	ENST00000331923	ENSP00000328992	PAXBP1	PAXBP1	Q9Y5B6
SmedASXL_009523	ENSG00000106477	centrosomal protein 41 [Source:HGNC Symbol;Acc:HGNC:12370]	ENST00000223208	ENSP00000223208	CEP41	CEP41	Q9BYV8
SmedASXL_011562	ENSG00000167657	death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]	ENST00000545797	ENSP00000442973	DAPK3	DAPK3	O43293
SmedASXL_009498	ENSG00000119318	RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]	ENST00000419616	ENSP00000416868	RAD23B	RAD23B	
SmedASXL_015240	ENSG00000083290	unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]	ENST00000361658	ENSP00000354877	ULK2	ULK2	Q8IYT8
SmedASXL_006245	ENSG00000165630	pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]	ENST00000378572	ENSP00000367835	PRPF18	PRPF18	Q99633
SmedASXL_014404	ENSG00000163053	solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]	ENST00000295190	ENSP00000295190	SLC16A14	SLC16A14	Q7RTX9
SmedASXL_004615	ENSG00000196839	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	ENST00000372874	ENSP00000361965	ADA	ADA	P00813
SmedASXL_004616	ENSG00000196839	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	ENST00000372874	ENSP00000361965	ADA	ADA	P00813
SmedASXL_006838	ENSG00000100811	YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]	ENST00000554371	ENSP00000451329	YY1	YY1	
SmedASXL_007188	ENSG00000166333	integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]	ENST00000299421	ENSP00000299421	ILK	ILK	Q13418
SmedASXL_014017	ENSG00000116151	MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]	ENST00000378531	ENSP00000367792	MORN1	MORN1	Q5T089
SmedASXL_009761	ENSG00000127804	methyltransferase like 16 [Source:HGNC Symbol;Acc:HGNC:28484]	ENST00000263092	ENSP00000263092	METTL16	METTL16	Q86W50
SmedASXL_006371	SmedASXL_010581	ENST00000524143	SmedASXL_019381	ENSG00000104412	ENSP00000430122	ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]	EMC2
SmedASXL_009482	ENSG00000122643	5'-nucleotidase, cytosolic IIIA [Source:HGNC Symbol;Acc:HGNC:17820]	ENST00000610140	ENSP00000476480	NT5C3A	NT5C3A	
SmedASXL_014111	ENSG00000106689	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]	ENST00000560961	ENSP00000453448	LHX2	LHX2	
SmedASXL_017208	ENSG00000102312	porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]	ENST00000359882	ENSP00000352946	PORCN	PORCN	Q9H237
SmedASXL_019652	ENSG00000136718	IMP4, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]	ENST00000259239	ENSP00000259239	IMP4	IMP4	Q96G21
SmedASXL_004125	ENSG00000242372	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]	ENST00000440766	ENSP00000395907	EIF6	EIF6	
SmedASXL_004285	ENSG00000214530	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]	ENST00000537351	ENSP00000445708	STARD10	STARD10	
SmedASXL_006791	ENSG00000169021	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]	ENST00000304863	ENSP00000306397	UQCRFS1	UQCRFS1	P47985
SmedASXL_007006	ENSG00000026652	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]	ENST00000320285	ENSP00000314036	AGPAT4	AGPAT4	Q9NRZ5
SmedASXL_011626	ENSG00000066427	ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]	ENST00000558190	ENSP00000478320	ATXN3	ATXN3	P54252
SmedASXL_016003	ENSG00000163935	Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]	ENST00000394752	ENSP00000378235	SFMBT1	SFMBT1	Q9UHJ3
SmedASXL_019050	ENSG00000041353	RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]	ENST00000586570	ENSP00000468542	RAB27B	RAB27B	
SmedASXL_007325	ENSG00000197006	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]	ENST00000567404	ENSP00000454733	METTL9	METTL9	
SmedASXL_008299	ENSG00000107815	twinkle mtDNA helicase [Source:HGNC Symbol;Acc:HGNC:1160]	ENST00000311916	ENSP00000309595	TWNK	TWNK	Q96RR1
SmedASXL_017232	ENSG00000139718	SET domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29187]	ENST00000604567	ENSP00000474253	SETD1B	SETD1B	Q9UPS6
SmedASXL_006963	ENSG00000197417	sedoheptulokinase [Source:HGNC Symbol;Acc:HGNC:1492]	ENST00000225519	ENSP00000225519	SHPK	SHPK	Q9UHJ6
SmedASXL_016552	SmedASXL_018914	ENSP00000340836	ENSG00000134996	ENST00000346234	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]	OSTF1	OSTF1
SmedASXL_013283	ENSG00000117682	dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]	ENST00000434391	ENSP00000403529	DHDDS	DHDDS	
SmedASXL_009160	ENSG00000143845	ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575]	ENST00000367201	ENSP00000356169	ETNK2	ETNK2	Q9NVF9
SmedASXL_010462	ENSG00000157954	WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]	ENST00000288828	ENSP00000288828	WIPI2	WIPI2	Q9Y4P8
SmedASXL_008151	ENSG00000182836	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	ENST00000377801	ENSP00000367032	PLCXD3	PLCXD3	Q63HM9
SmedASXL_009162	ENSG00000120158	RNA terminal phosphate cyclase like 1 [Source:HGNC Symbol;Acc:HGNC:17687]	ENST00000381750	ENSP00000371169	RCL1	RCL1	Q9Y2P8
SmedASXL_010316	ENSG00000148459	decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	ENST00000376215	ENSP00000365388	PDSS1	PDSS1	Q5T2R2
SmedASXL_012529	ENSG00000113966	ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210]	ENST00000493990	ENSP00000418057	ARL6	ARL6	Q9H0F7
SmedASXL_018671	ENSG00000215472	RPL17-C18orf32 readthrough [Source:HGNC Symbol;Acc:HGNC:44661]	ENST00000584895	ENSP00000463379	RPL17-C18orf32	RPL17-C18orf32	
SmedASXL_014787	ENSG00000121486	tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]	ENST00000367506	ENSP00000356476	TRMT1L	TRMT1L	Q7Z2T5
SmedASXL_008179	ENSG00000103174	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	ENST00000312251	ENSP00000310998	NAGPA	NAGPA	Q9UK23
SmedASXL_010822	ENSG00000182544	major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]	ENST00000551660	ENSP00000449354	MFSD5	MFSD5	
SmedASXL_006281	ENSG00000107485	GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]	ENST00000379328	ENSP00000368632	GATA3	GATA3	P23771
SmedASXL_008779	ENSG00000198917	SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]	ENST00000361256	ENSP00000354812	SPOUT1	SPOUT1	Q5T280
SmedASXL_010190	ENSG00000130347	reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647]	ENST00000369063	ENSP00000358059	RTN4IP1	RTN4IP1	Q8WWV3
SmedASXL_006661	ENSG00000198077	cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]	ENST00000301146	ENSP00000301146	CYP2A7	CYP2A7	P20853
SmedASXL_008458	ENSG00000198077	cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]	ENST00000301146	ENSP00000301146	CYP2A7	CYP2A7	P20853
SmedASXL_019571	ENSG00000198077	cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]	ENST00000301146	ENSP00000301146	CYP2A7	CYP2A7	P20853
SmedASXL_016463	ENSG00000159842	active BCR-related [Source:HGNC Symbol;Acc:HGNC:81]	ENST00000302538	ENSP00000303909	ABR	ABR	Q12979
SmedASXL_011858	ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]	ENST00000433346	ENSP00000402554	LRRC23	LRRC23	
SmedASXL_015169	ENSG00000198718	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]	ENST00000361577	ENSP00000355045	TOGARAM1	TOGARAM1	Q9Y4F4
SmedASXL_002955	ENSG00000159228	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]	ENST00000530908	ENSP00000434613	CBR1	CBR1	P16152
SmedASXL_001155	ENSG00000167578	RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9782]	ENST00000594800	ENSP00000470246	RAB4B	RAB4B	P61018
SmedASXL_006577	ENSG00000166166	tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]	ENST00000389749	ENSP00000374399	TRMT61A	TRMT61A	Q96FX7
SmedASXL_015321	ENSG00000047346	family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609]	ENST00000261844	ENSP00000261844	FAM214A	FAM214A	Q32MH5
SmedASXL_006126	ENSG00000167904	transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]	ENST00000522470	ENSP00000428318	TMEM68	TMEM68	
SmedASXL_007859	ENSG00000113456	RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]	ENST00000382038	ENSP00000371469	RAD1	RAD1	O60671
SmedASXL_017807	ENSG00000167508	mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529]	ENST00000301012	ENSP00000301012	MVD	MVD	P53602
SmedASXL_008629	ENSG00000158516	carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]	ENST00000222481	ENSP00000222481	CPA2	CPA2	P48052
SmedASXL_018272	ENSG00000115970	THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]	ENST00000405975	ENSP00000386088	THADA	THADA	Q6YHU6
SmedASXL_012901	ENSG00000121989	activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]	ENST00000241416	ENSP00000241416	ACVR2A	ACVR2A	P27037
SmedASXL_013528	ENSG00000023171	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	ENST00000638157	ENSP00000489896	GRAMD1B	GRAMD1B	
SmedASXL_012334	ENSG00000076604	TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]	ENST00000262395	ENSP00000262395	TRAF4	TRAF4	Q9BUZ4
SmedASXL_014094	ENSG00000171105	insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]	ENST00000341500	ENSP00000342838	INSR	INSR	P06213
SmedASXL_008251	ENSG00000181982	coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]	ENST00000504487	ENSP00000425715	CCDC149	CCDC149	Q6ZUS6
SmedASXL_016611	ENSG00000140521	DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]	ENST00000635831	ENSP00000490231	POLG	POLG	
SmedASXL_009495	ENSG00000166181	apoptosis inhibitor 5 [Source:HGNC Symbol;Acc:HGNC:594]	ENST00000534695	ENSP00000436189	API5	API5	
SmedASXL_012718	ENSG00000105865	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]	ENST00000422290	ENSP00000402887	DUS4L	DUS4L	
SmedASXL_009915	ENSG00000164219	protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]	ENST00000419445	ENSP00000404676	PGGT1B	PGGT1B	P53609
SmedASXL_006452	ENSG00000125875	TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]	ENST00000461304	ENSP00000432280	TBC1D20	TBC1D20	Q96BZ9
SmedASXL_015445	ENSG00000140474	unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]	ENST00000440863	ENSP00000400312	ULK3	ULK3	Q6PHR2
SmedASXL_008084	ENSG00000232119	MCTS1, re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	ENST00000371317	ENSP00000360367	MCTS1	MCTS1	Q9ULC4
SmedASXL_011076	ENSG00000163071	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	ENST00000295213	ENSP00000295213	SPATA18	SPATA18	Q8TC71
SmedASXL_017830	ENSG00000163781	DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]	ENST00000260810	ENSP00000260810	TOPBP1	TOPBP1	Q92547
SmedASXL_010807	ENSG00000137513	asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]	ENST00000281038	ENSP00000281038	NARS2	NARS2	Q96I59
SmedASXL_008011	ENSG00000163900	transmembrane protein 41A [Source:HGNC Symbol;Acc:HGNC:30544]	ENST00000382227	ENSP00000371662	TMEM41A	TMEM41A	
SmedASXL_014360	ENSG00000162374	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	ENST00000371827	ENSP00000360892	ELAVL4	ELAVL4	P26378
SmedASXL_018699	ENSG00000196262	peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]	ENST00000451562	ENSP00000405975	PPIA	PPIA	
SmedASXL_003053	ENSG00000168028	ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]	ENST00000301821	ENSP00000346067	RPSA	RPSA	P08865
SmedASXL_018486	ENSG00000161270	NPHS1, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]	ENST00000378910	ENSP00000368190	NPHS1	NPHS1	O60500
SmedASXL_015676	ENSG00000182606	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]	ENST00000487159	ENSP00000486713	TRAK1	TRAK1	
SmedASXL_019577	ENSG00000071462	BUD23, rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]	ENST00000265758	ENSP00000265758	BUD23	BUD23	O43709
SmedASXL_012648	ENSG00000104859	CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]	ENST00000221455	ENSP00000221455	CLASRP	CLASRP	
SmedASXL_006079	ENSG00000106245	BUD31 homolog [Source:HGNC Symbol;Acc:HGNC:29629]	ENST00000403633	ENSP00000386023	BUD31	BUD31	P41223
SmedASXL_005140	ENSG00000173614	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	ENST00000403197	ENSP00000385131	NMNAT1	NMNAT1	
SmedASXL_008948	ENSG00000172409	cleavage and polyadenylation factor I subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999]	ENST00000529773	ENSP00000435287	CLP1	CLP1	
SmedASXL_002104	ENSG00000008018	proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	ENST00000262193	ENSP00000262193	PSMB1	PSMB1	P20618
SmedASXL_011205	ENSG00000065526	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	ENST00000375759	ENSP00000364912	SPEN	SPEN	Q96T58
SmedASXL_006443	ENSG00000185883	ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]	ENST00000330398	ENSP00000329757	ATP6V0C	ATP6V0C	P27449
